RES_ID,LOC,GENDER,AGE,WEIGHT,FREQUENCY,PRICE,WAIT_TIME,FOOD_PREFERENCE,MOOD,DISH CHOSEN,CUISINE,INGREDIENTS,DISH TYPE,ALLERGENS
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Happy,paneer tikka masala,North Indian,vegetarian alternative to chicken tikka masala,Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Happy,shahi paneer,North Indian,"A popular Indian, as well as Punjabi and Nepalese dish, made with paneer in a thick cream and tomato gravy and spices",Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,dal tadka,North Indian,"Typical north Indian tadka,Assorted types of lentils, such as toor, urad, chana, masoor dal",Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,kadai paneer,North Indian,Paneer and green peppers in tomato gravy,Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,makki di roti sarson da saag,North Indian,"Creamed sarson mustard leaves, with heavily buttered roti made from corn flour. Punjabi winter favorite.",Vegetarian,corn
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,mixed vegetable,North Indian,"mixed vegetables, slow cooked with a tomato sauce added.",Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,garlic naan,North Indian,Tandoor-baked soft flatbread made with refined wheat flour and garlic,Vegetarian,Wheat
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,palak paneer,North Indian,Paneer cubes in spinach gravy,Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,paneer butter masala,North Indian,Paneer made with Indian Cheese. Paneer is substituted for meat in Vegetarian dishes,Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,paneer tikka masala,North Indian,vegetarian alternative to chicken tikka masala,Vegetarian,
dUDwx9b2,Hyderabad,Male,15-25,91-105,Occasional,250-500,More than 40 min,Vegetarian,Hungry,shahi paneer,North Indian,"A popular Indian, as well as Punjabi and Nepalese dish, made with paneer in a thick cream and tomato gravy and spices",Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,chicken momos,Chinese,"minced chicken, cabbage, carrot, fresh garlic, soya sauce, Salt , Wontons, oil, chilli sauce",Non-Vegetarian,Soy
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,dimsums,Chinese,"refined flour, salt, minced cabbage (or mixed vegetables), oil, onion-finely chopped, garlic, vinegar, black pepper",Both,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,sweet and sour chicken,Chinese,"chicken, eggs , cornstarch, flour, oil , red bell pepper, yellow bell pepper, sugar, vinegar, soy sauce, garlic",Non-Vegetarian,Eggs
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,garlic naan,North Indian,Tandoor-baked soft flatbread made with refined wheat flour and garlic,Vegetarian,Wheat
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Hungry,mojito,Beverages & Desserts,"mint leaves, simple syrup, fresh lime juice, crushed ice, club soda, lime wedges",Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Unwell/Sick,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Unwell/Sick,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Unwell/Sick,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
bmDAgXrZ,Hyderabad,Female,15-25,30-45,Once in a month,250-500,20-30 min,Non-Vegetarian,Unwell/Sick,pulihora,South Indian,"Rice, Mustard seed, Curry tree, Urad dal, Lemon, Tamarind",Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,hyderabadi haleem,South Indian,"Ghee, Goat meat, Dried Fruit, Pounded wheat, Saffron, Lentils",Non-Vegetarian,Wheat
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,mutton rogan josh,South Indian,"Mutton,hung curd,saffron,cinnamon,milk,fennel seeds",Non-Vegetarian,Milk
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,mughlai biryani,South Indian,"saffron, nutmeg, cardamom, cumin, cinnamon, flavored rice, browned meat, fried onions, sultanas, dry fruits",Non-Vegetarian,cardamom
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken pasta salad,Continental/Italian,"fusilli (pasta twirls), broccoli (cut into small florets), cherry or baby tomatoes (cut in half), 1 x 198 gm tin of sweetcorn (drained), chicken (cooked, cut into small pieces), spring onions, olive oil, soy sauce, balsamic vinegar, runny honey, sugar, salt and freshly ground black pepper",Non-Vegetarian,Soy
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,baked pasta,Continental/Italian,"Any short pasta, Olive oil, Onion, Garlic (minced), Mixed bell peppers, Mushrooms, Spinach , Eggplant, Mixed olives, Green chillies, Tomato puree, Mixed cheese, Cream, Breadcrumbs, Butter (cut into cubes)",Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,garlic bread,Continental/Italian,"Mozzarella cheese,italian bread,garlic powder",Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken shwarma,Continental/Italian,"Chicken,tomato, olive oil,spice,garlic",Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken sandwich,Continental/Italian,"chicken,cucumber,garam masala,olive oil, mustard, butter",Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken pizza,Continental/Italian,"skinless chicken breasts ,pizza crust,sweet italian sausage,canned black beans",Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken burger,Continental/Italian,"Chicken, bread",Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,white sauce pasta,Continental/Italian,"Penne Pasta,Pizza, butter, carrot,garlic",Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,mac & cheese,Continental/Italian,"cheese,macaroni,pasta,milk,Cheese",Vegetarian,Milk
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chilli chicken,Chinese,"boneless Chicken (diced), Egg (slightly beaten), cornflour, garlic Paste, ginger Paste, salt , oil (to deep fry), onions, green Chillies, soy sauce (adjust according to strength), vinegar, green Chillies",Non-Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken manchurian,Chinese,"chicken mince, Eggs (slightly beaten), refined flour, garlic paste, ginger paste, Oil (for deep frying), oil, garlic, onions, capsicum, corn flour (blended), water, vinegar, salt, soya sauce, tomato puree, celery, water",Non-Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,manchow soup,Chinese,"Water, Ginger, Garlic, Green chilies , Coriander leaves - finely chopped, French beans, Carrots, Cabbage , Capsicum , Mushrooms , Spring onions, Pepper, Soya sauce, Cornflour - mixed with, Water, Spring onion, oil & salt",Both,Soy
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,sweet corn soup,Chinese,"Sweet corn, Egg, Sugar, Corn flour, Veg stock, Salt",Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,sweet and sour chicken,Chinese,"chicken, eggs , cornstarch, flour, oil , red bell pepper, yellow bell pepper, sugar, vinegar, soy sauce, garlic",Non-Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,garlic prawns,Chinese,"chopped garlic, chopped onions, oil, cornflour, vinegar, soya sauce, sugar, cleaned prawns, lemon juice",Non-Vegetarian,Soy
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,garlic chicken,Chinese,"Chicken Thigh/Breast (cut crosswise into 1/2-inch-thin strips), Sesame Oil (toasted), White Pepper (finely ground), Ginger Juice, Peanut Oil or Vegetable oil (divided), Garlic cloves (minced), Ginger, Red Chilli Flakes, Red Onion , Snow Peas (trimmed), Red Bell Pepper (cut into thin strips), Rice Vinegar, Soy Sauce, Dark Soy Sauce, Chinese Rice Wine, Brown Sugar, Cornflour",Non-Vegetarian,Sesame
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken lollipop,Chinese,"Chicken wings (cut off the bone and collect all the flesh at one end), Egg (slightly beaten), cornstarch/cornflour, garlic Paste, ginger Paste, salt, Oil (for deep-frying)",Non-Vegetarian,Eggs
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,butter chicken,North Indian,"dish, originating in the Indian subcontinent, of chicken in a mildly spiced tomato sauce. It is also known as murgh mahal",Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken tikka,North Indian,Chicken with spices served on a skewer,Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,chicken tikka masala,North Indian,Chicken marinated in a Yogurt tomato sauce. It is known to have a creamy texture.,Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,kadai paneer,North Indian,Paneer and green peppers in tomato gravy,Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,makki di roti sarson da saag,North Indian,"Creamed sarson mustard leaves, with heavily buttered roti made from corn flour. Punjabi winter favorite.",Vegetarian,corn
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,paneer tikka masala,North Indian,vegetarian alternative to chicken tikka masala,Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,shahi paneer,North Indian,"A popular Indian, as well as Punjabi and Nepalese dish, made with paneer in a thick cream and tomato gravy and spices",Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,tandoori chicken,North Indian,Tandoori chicken as a dish originated in the Punjab before the independence of India and Pakistan.,Non-Vegetarian,
xCDwS0j7,Hyderabad,Male,15-25,76-90,Alternate Week,750-1000,More than 40 min,Non-Vegetarian,Happy,tandoori fish tikka,North Indian,Fish marinated in lime and ginger and cooked over an open fire.,Non-Vegetarian,Fish
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,chilli chicken,Chinese,"boneless Chicken (diced), Egg (slightly beaten), cornflour, garlic Paste, ginger Paste, salt , oil (to deep fry), onions, green Chillies, soy sauce (adjust according to strength), vinegar, green Chillies",Non-Vegetarian,Eggs
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,chicken manchurian,Chinese,"chicken mince, Eggs (slightly beaten), refined flour, garlic paste, ginger paste, Oil (for deep frying), oil, garlic, onions, capsicum, corn flour (blended), water, vinegar, salt, soya sauce, tomato puree, celery, water",Non-Vegetarian,Eggs
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,spring rolls,Chinese,"flour, egg, salt, water, milk, oil , cabbage, spring onions, shredded carrot, garlic, soya sauce, celery",Both,Eggs
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,fried rice,Chinese,"oil, ginger-garlic paste, spring onion, carrot, cabbage, capsicum, salt, soy sauce, vinegar, rice",Vegetarian,Soy
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,kadu ki kheer,Beverages & Desserts,"Milk, rice, sugar, dried fruits",Vegetarian,Milk
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Happy,milk shake,Beverages & Desserts,"Milk, Sugar, Ice cream, Fruits",Vegetarian,Milk
kiDplPej,Hyderabad,Male,15-25,61-75,Alternate Week,250-500,20-30 min,Non-Vegetarian,Hungry,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,chicken biryani,South Indian,"Spice, Vegetable, Meat, Yoghurt, Dried Fruit, Garlic, Mint, Rice, Egg, Mint leaf",Non-Vegetarian,Eggs
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,masala dosa,South Indian,"Potato, Parbolied rice, Urad dal",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,vada,South Indian,"Chili pepper, Curry tree, Onions, Lentils",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,curd rice,South Indian,"Yoghurt, Urad dal, Rice",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,south indian meals,South Indian,"rice, curd, wheat,curry leaves, mustard, asafetida, pepper and peppercorns, tamarind, chilies, and fenugreek seeds",Vegetarian,Wheat
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,mughlai biryani,South Indian,"saffron, nutmeg, cardamom, cumin, cinnamon, flavored rice, browned meat, fried onions, sultanas, dry fruits",Non-Vegetarian,cardamom
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,pepper chicken,South Indian,"Chicken, Pepper Black, Oil, Curry Leaves, Onion, Red Chilli Powder, Garam Masala, Tumeric, Fennel Seed, Pepper. Green Chilli",Non-Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,poori,South Indian,"Salt, Wheat Flour, Atta flour, Vegetable Oil",Vegetarian,Wheat
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,butter dosa,South Indian,"Puffed rice,parboiled rice,Butter,Maida,Fenugreek seeds",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,paneer dosa,South Indian,"Paneer,dosa batter,Garam masala powder,tomato,garlic,turmeric,green chilli",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,sambar rice,South Indian,"Chana dal,Urad dal,Toor Dal, Beans, Coconut, rice",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,vegetarian pizza,Continental/Italian,"Readymade pizza bases, Can or jar of tomato sauce, enough to cover the pizza (about 2 cups), Dried oregano, Cheddar cheese, grated, Onion, Green pepper, Red pepper, Mushrooms",Vegetarian,
acDwEGXY,Hyderabad,Male,15-25,61-75,Every week,500-750,Less than 20 min,Non-Vegetarian,Happy,vegetarian lasagne,Continental/Italian,"vegetables-cooked, tomato puree, garlic, Salt, Sugar, Oil, Flour, Butter, Milk, oregano and basil, cheese, oregano and basil, chilli powder, lasagne sheets",Vegetarian,Milk
